MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,HouseValue
6.037732284167628,21.762430945407008,7.643596600757435,0.8787291018610921,285.2888560891384,4.656680894296733,34.43466209067113,-117.32998467319135,438409.3358612718
4.124898524229592,4.36650205115232,6.668653868135888,0.998419317441106,1221.6376418645143,2.570517430256038,38.617980559489496,-123.20202953440543,210062.65696047834
6.610194792939146,18.789847232443446,10.237641379420058,0.7984551545236155,312.4677040719564,5.619109397482369,41.94779849009531,-115.48448882950633,411796.7820560353
11.1765508997417,6.660903038357056,2.29316713140658,1.2530614205909967,600.6505665567352,5.302761842354388,32.61408704930051,-123.44452766512354,567026.6815611417
3.894276749466996,42.21999571047033,8.044389803552278,1.5499730181212965,2826.9230746828366,3.1631202549124353,37.638738226229336,-122.51258490128502,269581.8643789034
3.8943151108696408,49.33208932418801,7.807525827841529,0.5,343.4926672214475,2.39714226469815,37.949832676715594,-118.23210291502764,229612.81877120768
11.55973211235997,4.688140238154869,3.3559044401432274,1.263775412256901,137.9664780443652,1.8470431325552747,41.184983501967714,-116.60588544543309,564383.7475015392
7.102599455196514,49.71087557187677,7.514980006593635,0.9893312913123419,232.1660406482352,2.9482690791573467,37.307050680285904,-123.23748435653746,353747.06803615444
3.381486373955921,27.651406566174003,6.105904422355081,1.1453577567866757,1797.7637792762557,3.9943443969322883,37.66516348662672,-114.7923518587768,292565.5201702097
6.206120770713275,16.27784957564757,4.922299854097844,1.2835976006697165,858.1090054353123,2.5546406538527107,36.98070161261969,-114.26392351199301,385287.74282113265
3.393797104261524,4.919965839084339,3.669735477358801,1.0247190244908717,584.7138728325635,1.0012502783160526,35.05459089333407,-117.94049826992288,267162.48700640403
3.3890923692431723,26.53183767159131,3.8898701519567096,1.058565258637688,399.7767213720612,5.665283556255441,33.03227676586468,-119.18756544623163,274682.8454966967
5.181928907591724,41.52029276902818,9.704605401150445,1.0144499329781445,1080.6952981482946,3.3039265042087655,36.38224798099344,-116.5860502772025,383234.09465493297
1.4219538167840924,37.061410340601604,5.401433919810714,1.4881264807153127,284.5460629822375,2.484789012858146,32.999618976786444,-120.71642647672795,202096.05959382886
1.5920926779049291,3.561526584662662,7.042473003216065,1.2675039840509987,902.948544214838,4.611619949063755,37.72967845992622,-119.06735565894894,169407.08790656156
3.1983257905971487,4.7179936037630785,3.7391112984981385,1.1882334150949445,320.13584815318956,6.438652623294476,35.41928961080178,-114.83848973185599,251875.73565022758
2.4407401361576513,21.546537414264492,3.7623088129345588,0.591619311563087,271.0601127981394,1.0,37.56922281449157,-114.44344574758466,205289.30580809992
5.41161949159062,16.059815196445108,7.672168099424879,0.9485681027147383,351.6064692758857,3.7326999722892436,33.77582116175427,-114.72930883948816,419298.05920115847
2.5991528231664476,12.85160047585844,2.5658899557417825,1.4594676641356699,456.9584892035724,1.4720785690489098,41.359984674523915,-121.3755193303616,122810.76428840021
1.920561861059882,15.331229444344393,4.52805108739893,1.1150786292495694,633.4430916435219,3.855710335247347,40.997951813724384,-121.67530959783237,89623.89873616726
10.79830590688781,41.977619908141115,5.471457563251688,1.3638125878356555,841.727051741434,3.2026019897153106,34.3049668374217,-121.02335494070685,575828.4714469997
3.913899610061105,48.39063073522455,5.6338824638641105,1.8066047201310536,16.63709279968046,4.1282899404311735,35.7627206912931,-119.5868888761154,209250.9818531533
